"Code","deaths","X2018.people.per.sq..km","Mean_ann_earnings","median_age_2018","pm25_5yAvg","no2_5yAvg","o3_5yAvg","pm10_5yAvg","nox_5yAvg","cases","earnings_5ya.x","pop_dens_5ya","age_5ya.x","earnings_5ya.y","age_5ya.y","earnings_5ya","age_5ya","april_cases","april_deaths","pm25_val","no2_val","o3_val","pm10_val","nox_val"
"E07000210",38,338,39720,47.1,10.3021198,11.6671827,3.8559538,15.110877,16.047074,144,38514.8,337,46.3,38514.8,46.3,38514.8,46.3,203,76,9.8760692,11.2180087,11.963751,14.455,14.917614
"E07000211",80,1144,42621,41.4,10.812777,17.75493,3.2936665,16.012884,25.586707,287,38388,1129,41.2,38388,41.2,38388,41.2,479,146,10.715803,16.469585,10.3077614,15.924102,22.816399
"E07000212",22,1128,34344,38,10.6711982,20.784235,3.1713753,15.477611,30.997996,93,33738.2,1110,38.7,33738.2,38.7,33738.2,38.7,166,52,10.6889649,19.038977,9.2548864,15.50773,27.151501
"E07000213",34,2213,32146,41.7,10.86214,19.103888,3.2036342,15.57228,28.239201,99,33040,2204,41.6,33040,41.6,33040,41.6,167,70,11.212389,18.081148,9.5234919,16.050293,25.732069
"E07000214",10,935,41945,43.8,10.2344196,15.766502,3.722238,14.613626,22.539258,120,37607,932,43.2,37607,43.2,37607,43.2,221,54,10.4242821,14.642458,10.9484798,14.836023,20.073708
"E07000215",23,353,40378,44.2,10.1610957,13.908279,3.6686092,15.28677,19.471037,110,35366,350,44,35366,44,35366,44,164,58,9.8523341,12.616632,11.6931549,14.977486,16.974821
"E07000216",25,364,44350,44.6,7.65487128,21.1822004,0.293697542,11.945674,32.0081662,118,42860.2,362,44.2,42860.2,44.2,42860.2,44.2,228,93,9.1972507,10.0050466,12.664586,13.37168,13.16778
"E07000217",13,1591,35379,40.8,10.534005,14.904973,3.7213105,14.83874,21.099469,89,37206,1589,40.1,37206,40.1,37206,40.1,154,46,10.740498,14.090442,11.069624,15.109212,19.212868
"E07000218",19,228,28676,45.6,9.4959892,13.039983,3.0591863,14.192381,18.20341,89,26202.8,224,45.4,26202.8,45.4,26202.8,45.4,152,59,8.4572013,11.128128,5.8977837,13.255162,14.752129
"E07000219",45,1633,25406,41.4,10.245468,16.863327,2.7985533,15.189338,24.371799,187,24776.4,1622,41.5,24776.4,41.5,24776.4,41.5,268,83,9.5396963,14.862438,4.9190391,14.551446,20.424363
"E07000220",15,305,31943,41.3,9.8936037,15.232806,2.997353,14.650182,21.75272,80,31733.4,302,41.4,31733.4,41.4,31733.4,41.4,119,41,9.5703945,13.1716702,4.9845311,14.655344,17.886829
"E07000221",28,130,34261,48.1,9.0636532,7.7470466,3.9108883,13.740426,10.3326976,158,32372.4,128,47.9,32372.4,47.9,32372.4,47.9,286,120,8.5810362,6.8877213,8.0987178,13.539134,8.8021139
"E07000222",29,504,36839,39.8,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,147,33907.4,497,40,33907.4,40,33907.4,40,215,67,9.2493587,13.902664,6.1577465,14.015872,18.898402
"E07000224",14,723,27380,49.4,9.1787347,10.9285551,4.8996236,13.250485,15.131811,56,26011.2,714,48.8,26011.2,48.8,26011.2,48.8,62,37,9.166021,9.1268195,12.479758,14.029478,11.912453
"E07000225",22,154,29877,48.9,10.1046454,12.989034,3.7405799,14.728751,18.211167,68,28586.2,152,48.3,28586.2,48.3,28586.2,48.3,83,55,9.9281867,11.8730656,11.928113,14.529399,15.93831
"E07000226",21,2500,27167,37.2,10.6062813,16.557339,2.9642712,15.319554,24.110762,111,27730.8,2479,36.6,27730.8,36.6,27730.8,36.6,174,54,10.941235,16.123662,10.1483448,15.699439,22.720044
"E07000228",41,448,36282,43.7,9.4756255,9.7996951,3.4140617,14.007165,13.228718,168,32283.4,443,43.3,32283.4,43.3,32283.4,43.3,267,114,9.4908444,9.3773434,12.189279,14.087437,12.249627
"E07000229",9,3383,30228,44.8,10.2770821,13.2288513,3.1817355,14.655489,18.525068,71,27540,3357,44.4,27540,44.4,27540,44.4,160,52,10.2305364,12.1840395,11.3049713,14.545395,16.406734
"E07000234",37,455,32175,45.5,9.5877722,15.791803,3.0353748,14.209338,22.440778,140,30355.2,449,45.4,30355.2,45.4,30355.2,45.4,216,89,8.8782397,14.004028,6.8931782,13.596646,18.958695
"E07000235",14,135,26325,50.5,8.6462382,6.7988316,3.8930086,13.472441,8.9764863,75,25475.6,134,49.8,25475.6,49.8,25475.6,49.8,103,38,7.874117,5.8241849,8.9067968,13.010724,7.357882
"E07000236",17,1567,23406,40.1,9.2285461,13.162927,3.2564635,13.394421,18.315006,98,22028.6,1567,39.8,22028.6,39.8,22028.6,39.8,196,37,8.6420658,11.852771,7.2636956,12.935027,15.760239
"E07000237",13,3062,26961,38.3,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,100,27553.8,3051,38.1,27553.8,38.1,27553.8,38.1,211,43,8.8729082,11.8226168,7.6828041,13.391686,15.790446
"E07000238",31,192,28504,48,8.6770238,7.9089203,3.8105957,13.173087,10.544087,126,27020.8,188,47.5,27020.8,47.5,27020.8,47.5,213,79,8.0272402,6.6407805,8.7935732,12.733897,8.4514092
"E07000239",32,517,25626,46.5,9.4023214,13.059329,3.3758563,13.715802,18.218444,113,23799,513,46,23799,46,23799,46,210,83,8.6081771,11.1123599,7.847974,12.958165,14.726346
"E07000240",36,914,52906,40.9,10.660403,17.354005,3.6516622,15.493258,25.007577,213,48106,911,40.4,48106,40.4,48106,40.4,230,99,10.573935,15.706825,9.715358,15.693035,21.638913
"E07000241",39,948,31020,35.4,10.7221944,17.903854,3.6823186,15.878081,25.945596,90,29805.4,929,35.6,29805.4,35.6,29805.4,35.6,107,71,10.5723525,16.070964,9.7289585,15.968388,22.225995
"E07000242",34,311,45546,42.6,9.8879477,10.2306645,4.7390157,15.124446,13.890812,135,38531.2,308,42.1,38531.2,42.1,38531.2,42.1,177,82,9.5925968,9.583104,11.823427,15.203947,12.539169
"E07000243",4,3379,29805,38.1,10.734326,18.591881,3.6122319,15.869643,27.306818,93,27626.4,3358,38.1,27626.4,38.1,27626.4,38.1,138,42,10.4266729,17.170508,9.0286572,15.747183,24.141038
"E08000001",62,2041,24501,38.8,9.4970104,22.618238,1.3381554,13.969397,34.359459,388,23362.8,2031,38.9,23362.8,38.9,23362.8,38.9,822,218,8.9289201,19.75043,3.1095979,13.107297,28.408498
"E08000002",51,1911,27123,40.4,9.2414083,18.704883,3.4039693,13.156281,29.492665,289,26665.2,1901,40.5,26665.2,40.5,26665.2,40.5,547,149,10.4314023,12.5295546,11.1161706,16.494102,16.87784
"E08000003",106,4735,25239,30,9.6532847,28.617765,0.74548939,14.499879,46.526342,682,23857.6,4664,30.1,23857.6,30.1,23857.6,30.1,1208,281,8.6891718,25.412646,2.0997918,13.380661,39.087916
"E08000004",75,1655,23601,37.1,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,434,23172.2,1636,37.1,23172.2,37.1,23172.2,37.1,705,194,8.6732873,19.349643,2.8871747,12.880071,27.689143
"E08000005",71,1391,24755,38.1,8.9145562,19.893211,1.4934771,13.186888,29.451479,316,24113.6,1375,38.2,24113.6,38.2,24113.6,38.2,560,152,8.2323096,17.182215,3.2144943,12.16436,24.111816
"E08000006",137,2617,24908,35,9.5866614,24.59471,1.13617435,14.266425,38.333762,410,24212.4,2571,35.1,24212.4,35.1,24212.4,35.1,729,253,9.0232326,22.153442,2.5871599,13.418279,32.869529
"E08000007",100,2315,30372,42.5,9.5657031,23.957571,1.18486088,14.055134,36.838261,475,28246.2,2302,42.6,28246.2,42.6,28246.2,42.6,812,244,8.9898207,20.995895,2.7404222,13.206551,30.488986
"E08000008",75,2183,23571,40.2,9.3104403,21.497458,1.2919904,13.477492,32.516094,279,22479.2,2167,40.5,22479.2,40.5,22479.2,40.5,429,170,8.6514489,18.800725,2.8926334,12.529759,26.920691
"E08000009",46,2229,36338,40.6,8.3061348,15.9379,1.8040441,12.348092,22.744773,375,33052.2,2214,40.5,33052.2,40.5,33052.2,40.5,587,151,7.7273553,14.219158,3.9327126,11.602486,19.385825
"E08000010",52,1733,25597,42.2,8.4494072,17.031253,1.8439193,12.420801,24.729791,359,24280.8,1724,42,24280.8,42,24280.8,42,998,222,7.7990023,14.177818,4.1612556,11.681756,19.350478
"E08000011",24,1729,25101,39.6,8.9852059,18.176605,1.9399015,13.618129,26.374337,296,23780.8,1716,40.2,23780.8,40.2,23780.8,40.2,539,96,8.6083893,15.828593,4.3185066,13.240367,21.869967
"E08000012",213,4424,25557,34.7,8.6602219,23.244769,1.5150306,12.837555,35.826435,897,24875,4363,34.9,24875,34.9,24875,34.9,1368,466,8.4927414,23.095462,3.269976,12.620024,34.919035
"E08000013",35,1320,25877,43,8.9779252,19.437595,1.7095407,13.07929,28.980031,376,24381.6,1312,42.9,24381.6,42.9,24381.6,42.9,764,138,8.5124498,16.71006,3.963692,12.502799,23.468744
"E08000014",89,1777,25897,46.4,8.2370875,13.0655891,2.3364092,12.637636,18.193959,477,24600.2,1755,45.9,24600.2,45.9,24600.2,45.9,846,220,7.8434879,11.8386465,4.9504806,12.348928,15.834673
"E08000015",116,2058,26766,44.3,7.542381,11.0441756,2.6059577,11.817689,15.052657,551,26440.2,2005,44,26440.2,44,26440.2,44,977,304,7.24246,10.1227486,5.8842725,11.600578,13.285352
"E08000016",55,745,25394,42.5,8.4585658,16.920314,1.70269852,12.589036,24.890707,336,23872.4,737,42.4,23872.4,42.4,23872.4,42.4,600,132,7.6343962,13.251502,3.6131819,11.709394,17.927878
"E08000017",35,547,24590,41.3,9.4300426,19.454632,1.8918504,14.401686,28.936415,231,23357.2,543,41.3,23357.2,41.3,23357.2,41.3,470,117,8.7798322,16.598485,3.7860217,13.857812,23.213808
"E08000018",55,924,24152,42.1,9.5106935,23.773429,1.2453332,14.040769,37.429849,350,23240.4,917,42.2,23240.4,42.2,23240.4,42.2,685,197,8.3961043,19.854006,2.8590254,12.706694,28.900033
"E08000019",115,1583,25706,35.4,8.8728069,22.23027,1.3158125,13.043908,34.169547,1306,24071.8,1564,35.7,24071.8,35.7,24071.8,35.7,2019,381,7.7724801,19.432648,2.7455816,11.806542,28.123089
"E08000021",66,2646,28350,32.4,7.72750854,21.9876402,1.3767015,11.6691987,33.1724586,570,26268.6,2603,32.8,26268.6,32.8,26268.6,32.8,913,157,7.1934414,20.452407,2.6728198,11.245497,29.591967
"E08000022",27,2502,27296,43.4,7.5214416,15.629445,1.901577836,11.8279016,22.1908128,299,25197,2485,43.2,25197,43.2,25197,43.2,443,84,6.9449698,14.230577,3.4313706,11.391079,19.371694
"E08000023",31,2334,25656,43.5,7.61796332,17.678519,1.824733786,11.5972192,25.7544706,218,24717.6,2321,43.5,24717.6,43.5,24717.6,43.5,499,90,7.0344746,15.970373,3.4896956,11.025825,22.29277
"E08000024",114,2018,23743,42.2,7.63110846,17.5725842,1.988183868,11.6533856,25.4057448,631,23233,2017,42.2,23233,42.2,23233,42.2,1166,260,7.0911691,16.356763,3.700932,11.162952,22.823846
"E08000025",501,4262,26332,32.6,11.741391,30.600169,1.12312,17.405468,51.074462,1866,24941.2,4209,32.7,24941.2,32.7,24941.2,32.7,2587,979,10.527839,27.679561,3.0217246,16.073359,43.649408
"E08000026",106,3718,27628,32.1,11.065929,23.607412,2.0759364,16.039636,36.588115,402,25544.2,3600,32.7,25544.2,32.7,25544.2,32.7,550,223,10.6530602,21.114116,4.1627607,15.817792,31.004161
"E08000027",120,3273,25792,42.1,10.847312,21.674546,2.2796814,15.6997,32.778235,441,24766.8,3252,42.2,24766.8,42.2,24766.8,42.2,657,240,10.2322432,19.22338,5.423111,15.038477,27.558347
"E08000028",139,3826,23451,36.5,11.966264,27.22039,1.5492214,17.45255,43.768543,566,22550.6,3778,36.4,22550.6,36.4,22550.6,36.4,856,278,10.905681,24.758895,3.8900436,16.221322,37.76413
"E08000029",82,1205,33596,43.3,10.088001,20.786076,2.4259686,14.624664,31.183037,348,31585.6,1195,43.4,31585.6,43.4,31585.6,43.4,520,214,9.2800809,17.814183,5.3242862,13.825249,25.062294
"E08000030",136,2725,22988,38.2,11.50158,23.627712,1.974055,16.837314,36.455679,564,22007.4,2691,38.6,22007.4,38.6,22007.4,38.6,855,289,10.722569,21.093945,4.6219766,16.05327,30.838557
"E08000031",142,3773,23714,37.7,10.7603444,23.012566,2.0510155,15.580035,35.536401,451,23561,3724,37.8,23561,37.8,23561,37.8,710,246,9.7361492,20.571122,4.9985454,14.572029,30.10562
"E08000032",103,1466,25263,36.2,9.8035762,22.956835,1.3914689,14.273631,35.237531,413,24019,1456,35.8,24019,35.8,24019,35.8,851,305,9.4205312,20.794409,2.9698339,13.762563,30.371567
"E08000033",36,577,25656,42.2,7.0488651,9.6963522,2.1705286,10.1384644,13.123227,142,24800.2,575,42,24800.2,42,24800.2,42,180,89,6.4700874,8.3228209,4.3205299,9.4122585,10.7718206
"E08000034",85,1074,25982,39.4,8.743591,18.24934,1.5824209,12.684634,26.964693,321,24890,1066,39.2,24890,39.2,24890,39.2,441,204,8.2412255,16.293179,3.2320416,11.970874,22.94973
"E08000035",133,1430,27571,35.4,10.1648628,26.57757,1.19202665,15.088912,42.338391,632,26555.8,1416,35.6,26555.8,35.6,26555.8,35.6,1337,470,9.6639742,24.452646,2.594054,14.497491,37.047005
"E08000036",94,1019,24190,41.8,8.7385212,18.561603,1.7627821,13.101237,27.310981,307,23294.6,1003,42.1,23294.6,42.1,23294.6,42.1,470,225,7.9978343,16.082407,3.5626115,12.21901,22.390005
"E08000037",62,1423,24462,41.3,7.80897094,21.961577,1.4022209,11.7702864,33.157732,427,24149.2,1419,41.4,24149.2,41.4,24149.2,41.4,820,169,7.2501438,20.216062,2.7698305,11.278341,29.198301
"E09000002",95,5871,27104,32.3,12.134998,21.678691,3.1858216,17.643172,32.749748,319,25575.8,5751,32.1,25575.8,32.1,25575.8,32.1,456,144,12.531869,20.979722,9.3737945,18.390475,30.744644
"E09000003",227,4520,37872,37,10.664088,18.285064,3.5259158,15.512661,26.717298,954,35462.4,4444,36.5,35462.4,36.5,35462.4,36.5,1128,402,10.71439,16.81193,9.8129364,15.859147,23.540091
"E09000004",98,4082,34243,38.8,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,421,32963,4043,38.8,32963,38.8,32963,38.8,653,176,11.410897,19.136484,10.1720349,16.931606,27.37829
"E09000005",255,7652,30990,35.3,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,1020,30566.6,7555,34.7,30566.6,34.7,30566.6,34.7,1330,432,5.4143439,3.7301544,11.269774,9.3569024,4.6243838
"E09000006",129,2205,42970,40.6,11.110861,19.326467,3.2625772,16.099772,28.478916,755,41846.2,2184,40.5,41846.2,40.5,41846.2,40.5,1001,259,11.09293,18.300723,10.1467985,16.328063,26.018491
"E09000007",81,12035,59681,33.9,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,432,49317,11586,33.8,49317,33.8,49317,33.8,472,149,12.794839,33.686621,3.1392321,19.988272,56.579259
"E09000008",222,4455,34732,37.4,11.794322,22.422593,2.7451784,17.279614,34.067118,987,31751,4427,36.8,31751,36.8,31751,36.8,1347,410,11.82689,21.096474,8.6780767,17.541347,30.847825
"E09000009",177,6157,38361,36.7,12.376948,29.540091,1.7895724,18.256389,48.592072,744,34341,6177,35.9,34341,35.9,34341,35.9,994,356,12.205794,26.895145,6.0121158,18.375163,41.924142
"E09000010",181,4130,31556,36.1,11.301083,19.721368,3.3756734,16.475529,29.228234,552,30505,4094,35.6,30505,35.6,30505,35.6,818,349,11.496758,18.305441,9.4751695,17.019536,26.050179
"E09000011",112,6046,41664,34.7,12.41994,28.521953,1.90245743,18.476589,46.075363,467,38331.6,5917,34.3,38331.6,34.3,38331.6,34.3,579,206,12.464265,27.903548,5.8460493,18.956348,44.023153
"E09000012",122,14681,34129,33,13.140414,32.933899,1.37220514,19.900953,55.322724,489,33744.8,14364,32.4,33744.8,32.4,33744.8,32.4,539,200,12.985416,30.656378,4.6241956,20.315177,49.276101
"E09000013",87,11308,52965,34.8,12.889769,32.098306,1.52859605,19.282038,53.793856,388,48961.8,11168,34.3,48961.8,34.3,48961.8,34.3,523,152,12.667052,29.784946,4.8468902,19.379907,47.633169
"E09000014",153,9143,35201,35.4,12.462926,27.278375,2.2622579,18.503461,43.29585,425,33264.4,9095,34.6,33264.4,34.6,33264.4,34.6,418,237,12.52079,25.028102,7.0287493,19.019013,37.87643
"E09000015",197,4957,35683,38,11.282248,21.529002,2.9839331,16.319785,32.673344,654,33158.4,4924,37.4,33158.4,37.4,33158.4,37.4,879,333,11.327975,19.669961,8.7455337,16.65269,28.461204
"E09000016",122,2295,32382,39.2,12.902364,34.529892,1.10084968,19.371801,59.7363,445,32577.2,2258,39.7,32577.2,39.7,32577.2,39.7,620,233,12.560744,32.251637,3.7965764,19.543552,53.499317
"E09000017",143,2635,30167,35.9,11.251489,22.755731,2.8178679,16.388235,34.655861,510,31070,2595,35.5,31070,35.5,31070,35.5,708,278,11.314748,20.74903,8.4135821,16.624721,30.132209
"E09000018",106,4837,32699,36,11.808638,25.316942,2.3873911,17.191737,39.871155,484,32624.6,4795,35.3,32624.6,35.3,32624.6,35.3,655,192,11.831465,23.253959,7.5236798,17.474262,34.904135
"E09000019",77,16097,53343,32.1,13.430027,37.355227,0.80875992,20.342073,66.43306,330,48398,15679,32.1,48398,32.1,48398,32.1,349,130,13.067028,34.868113,2.7934033,20.557191,59.565794
"E09000021",37,4709,41573,37.2,11.257067,21.858956,2.7993733,16.262486,33.187248,297,40027.2,4658,36.6,40027.2,36.6,40027.2,36.6,456,99,11.225347,20.460773,8.7172463,16.439096,29.806605
"E09000022",141,12156,42092,33.1,13.704021,45.006248,0.18187262,20.586006,85.774638,887,36547.4,12034,32.7,36547.4,32.7,36547.4,32.7,1087,249,13.072121,41.973377,0.5308771,20.230542,77.353844
"E09000023",152,8636,35379,35,12.426378,26.584139,2.2952405,18.382954,41.767914,684,33303.8,8511,34.5,33303.8,34.5,33303.8,34.5,868,253,12.526352,24.839974,7.3163007,18.842284,37.444355
"E09000024",102,5480,45195,37.1,12.187732,23.488911,2.5754644,17.732212,36.076129,489,43352.8,5475,36.3,43352.8,36.3,43352.8,36.3,616,175,12.48175,22.24031,8.1505237,18.327209,32.915707
"E09000025",168,9723,28129,31.9,13.234772,29.805793,1.8857272,19.738968,48.366301,744,26142,9494,31.2,26142,31.2,26142,31.2,914,277,13.634467,28.536619,5.7498656,20.70404,44.698918
"E09000026",157,5386,34970,35.5,12.691722,28.495943,2.1606312,19.049323,45.530004,499,34837.2,5330,34.9,34837.2,34.9,34837.2,34.9,655,265,12.791808,27.840925,6.0515572,19.532278,43.25958
"E09000027",64,3430,58327,40.7,11.156723,21.559959,2.8946109,16.112473,32.664473,280,54154.8,3407,40,54154.8,40,54154.8,40,293,129,11.13522,20.059426,8.8443021,16.292118,29.122383
"E09000028",136,10992,37769,33.4,13.644788,44.034353,0.24453929,20.557892,83.187956,950,36855,10815,32.9,36855,32.9,36855,32.9,1130,215,13.082914,41.036425,0.8022228,20.333461,74.84287
"E09000029",74,4665,33941,39.2,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,432,31303.8,4614,38.9,31303.8,38.9,31303.8,38.9,706,145,11.019392,17.291845,10.0274676,16.077207,24.364964
"E09000030",105,16057,45798,31.3,10.3573169,12.727674,4.1232212,14.98763,17.778522,477,41973,15427,30.7,41973,30.7,41973,30.7,540,172,9.8213163,11.5064269,12.694513,14.416563,15.414923
"E09000031",116,7130,32167,34.9,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,526,29851.8,7051,34.3,29851.8,34.3,29851.8,34.3,714,203,9.1237504,8.5217364,13.932249,14.637977,11.082102
"E09000032",112,9528,57605,33.9,12.295616,27.220236,2.1649345,18.246782,43.183613,742,52749.4,9424,33.4,52749.4,33.4,52749.4,33.4,835,190,12.287374,25.708448,6.7472139,18.598633,39.164051
"E09000033",102,11883,77504,36.1,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,490,67889.2,11418,35.8,67889.2,35.8,67889.2,35.8,523,171,13.078128,41.81171,0.4878654,20.25779,76.844084
