"Code","deaths","X2018.people.per.sq..km","Mean_ann_earnings","median_age_2018","pm25_5yAvg","no2_5yAvg","o3_5yAvg","pm10_5yAvg","nox_5yAvg","cases","earnings_5ya.x","pop_dens_5ya","age_5ya.x","earnings_5ya.y","age_5ya.y","earnings_5ya","age_5ya"
"E07000137",12,80,23634,52,9.2660427,9.1349216,3.9292632,15.652028,12.352491,65,23550,79,51.2,23550,51.2,23550,51.2
"E07000139",19,126,28639,46.1,9.7743157,9.3287095,3.4687974,16.468816,12.642422,94,26479,124,45.7,26479,45.7,26479,45.7
"E07000140",12,125,25558,46.2,9.8966279,12.8819172,4.6146346,14.064772,18.329473,55,24331.6,124,45.9,24331.6,45.9,24331.6,45.9
"E07000141",12,150,25972,46.2,9.6138735,8.7014101,3.6700565,15.795781,11.742982,77,26294.2,149,45.4,26294.2,45.4,26294.2,45.4
"E07000143",11,107,23143,46.4,9.581935,7.8169579,5.2662686,15.493535,10.437548,89,21829.6,105,45.8,21829.6,45.8,21829.6,45.8
"E07000144",13,234,26363,48,9.8989421,10.7809457,4.7336051,15.533349,14.775376,76,24375.8,232,47.6,24375.8,47.6,24375.8,47.6
"E07000145",16,570,21918,45.7,10.4891346,16.568495,3.8975666,14.927307,24.66913,111,21479.8,568,45,21479.8,45,21479.8,45
"E07000146",32,106,24498,47.4,10.0427601,10.1619828,4.9086044,16.204706,13.859126,160,23317,105,46.7,23317,46.7,23317,46.7
"E07000147",13,109,21427,53.8,9.6689377,8.279963,4.8650813,15.777459,11.094444,56,20872.4,108,53.1,20872.4,53.1,20872.4,53.1
"E07000148",1,3617,25987,33.3,11.113186,17.252489,3.9653211,16.06388,25.073305,78,24420.4,3573,33.6,24420.4,33.6,24420.4,33.6
"E07000149",11,152,28675,46.2,9.8403229,8.5639522,5.3235359,16.030877,11.494946,72,27186.8,149,46,27186.8,46,27186.8,46
"E07000150",8,882,22986,37.4,9.6900568,14.527602,2.9482488,14.205066,20.685425,47,22833.8,858,37.3,22833.8,37.3,22833.8,37.3
"E07000151",16,128,31238,45.1,9.6736437,12.1638318,3.3544832,14.172332,16.895745,68,31751.2,124,45.1,31751.2,45.1,31751.2,45.1
"E07000152",27,184,32021,44.6,9.4734474,9.6994428,3.6586538,14.666836,13.206268,84,29254,181,44,29254,44,29254,44
"E07000153",16,434,27304,41.2,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,100,26343.2,426,41.1,26343.2,41.1,26343.2,41.1
"E07000154",49,2787,27777,37.2,11.312459,19.66451,2.6819202,17.133576,29.361289,260,26521.4,2765,36.8,26521.4,36.8,26521.4,36.8
"E07000155",13,146,33455,45.2,9.3128265,8.3160304,4.0215197,14.288958,11.153479,82,32248.4,144,44.9,32248.4,44.9,32248.4,44.9
"E07000156",11,487,23647,41.9,10.79627,15.505281,3.1046818,16.3624,22.172985,68,25940.8,481,41.8,25940.8,41.8,25940.8,41.8
"E07000164",18,70,27639,49.4,7.7540158,6.6683403,3.6268909,12.795118,8.7648561,98,26152.2,69,48.5,26152.2,48.5,26152.2,48.5
"E07000168",17,133,22600,49.7,8.2583226,10.1287084,3.8261995,12.406868,13.74591,85,21689.4,133,48.9,21689.4,48.9,21689.4,48.9
"E07000169",8,149,32728,44.6,9.1211125,12.1740283,2.9369958,14.418024,16.978258,42,28651.6,147,44.3,28651.6,44.3,28651.6,44.3
"E07000170",37,1161,25083,42.1,4.13760736,3.0250346,1.325921184,7.50008666,3.87725938,95,23409.8,1144,42.1,23409.8,42.1,23409.8,42.1
"E07000171",10,183,24794,45.6,9.677308,11.249064,2.72865,15.97695,15.54591,85,24324.4,182,45.1,24324.4,45.1,24324.4,45.1
"E07000172",24,1414,32044,43.2,10.674894,20.008146,2.14857,15.985498,29.665017,109,30635.8,1406,43.1,30635.8,43.1,30635.8,43.1
"E07000174",33,1419,21600,42.1,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,81,20980.8,1407,42,20980.8,42,20980.8,42
"E07000175",24,187,27586,45.2,9.9743482,9.8192974,2.9790647,16.732959,13.363538,87,25716.2,185,44.8,25716.2,44.8,25716.2,44.8
"E07000176",17,288,36684,43.9,10.4367991,11.253029,3.0743949,16.928387,15.494899,90,34675.6,284,43.8,34675.6,43.8,34675.6,43.8
"E07000177",28,253,31298,41.1,9.9562153,11.833163,3.8808975,15.528167,16.335988,179,29596.6,250,40.8,29596.6,40.8,29596.6,40.8
"E07000178",22,3384,30401,29,10.662325,18.305772,3.1906534,15.544048,27.148488,291,29763.2,3385,29.9,29763.2,29.9,29763.2,29.9
"E07000179",23,207,40886,44.3,9.4013929,9.613686,4.1927314,13.892541,13.078413,164,40011.4,206,43.8,40011.4,43.8,40011.4,43.8
"E07000180",51,232,35462,42.6,9.2817024,8.2158054,4.3960256,14.163289,11.038528,145,32882.2,225,42.7,32882.2,42.7,32882.2,42.7
"E07000181",27,154,28948,44.4,9.040846,7.3019099,4.2307193,13.558891,9.7236099,121,30255,153,43.8,30255,43.8,30255,43.8
"E07000187",7,155,25863,46.6,8.5891756,7.2393265,3.1787673,12.921275,9.6068622,20,25179.4,153,45.9,25179.4,45.9,25179.4,45.9
"E07000188",11,218,26472,46.5,8.4573298,11.1966427,2.7907484,13.2253,15.298671,77,25781,215,45.9,25781,45.9,25781,45.9
"E07000189",12,175,23211,47.2,8.1880541,5.8873844,3.285029,12.585442,7.7110851,55,22600,174,46.6,22600,46.6,22600,46.6
"E07000192",32,1269,25444,42.6,9.1036424,12.907457,2.9847768,13.256596,17.986303,107,24538.2,1258,42.3,24538.2,42.3,24538.2,42.3
"E07000193",36,306,26344,42.1,8.25616,8.7085594,2.8926009,12.246886,11.700859,133,24736,303,41.9,24736,41.9,24736,41.9
"E07000195",27,614,24887,41.9,8.8076351,15.898776,2.2040724,13.293013,22.691264,104,22826,607,42,22826,42,22826,42
"E07000196",37,275,30398,47.7,8.451,7.9715819,3.7268697,13.174496,10.628347,173,27995.2,274,47.1,27995.2,47.1,27995.2,47.1
"E07000197",21,227,28083,45.2,9.155713,14.210172,2.8142325,13.367599,19.964419,88,27272.4,224,44.8,27272.4,44.8,27272.4,44.8
"E07000198",17,171,26212,48.2,7.626138,8.4151368,2.5558981,10.990658,11.278959,61,24923.6,171,47.5,24923.6,47.5,24923.6,47.5
"E07000199",26,2485,25739,41.2,4.13760736,3.0250346,1.325921184,7.50008666,3.87725938,105,24806.2,2491,40.9,24806.2,40.9,24806.2,40.9
"E07000200",12,154,36313,48.5,9.9886081,7.9578832,5.1125835,15.818975,10.608686,46,32564,153,47.7,32564,47.7,32564,47.7
"E07000202",30,3480,24883,37.8,11.567629,16.306526,4.0732284,16.649601,23.53167,111,24221.6,3483,37.4,24221.6,37.4,24221.6,37.4
"E07000203",16,118,27972,47.6,10.1810403,8.2233424,5.3337517,16.68442,10.995855,55,28820,117,46.8,28820,46.8,28820,46.8
"E07000207",40,1437,47817,42.7,8.9271719,9.9542568,3.6542655,13.839651,13.49851,168,46842.2,1431,42,46842.2,42,46842.2,42
"E07000209",19,546,39178,37.5,10.2774316,15.66357,3.6082187,14.822975,22.401861,179,37871.8,541,37.7,37871.8,37.7,37871.8,37.7
"E07000210",38,338,39720,47.1,10.3021198,11.6671827,3.8559538,15.110877,16.047074,144,38514.8,337,46.3,38514.8,46.3,38514.8,46.3
"E07000211",80,1144,42621,41.4,10.812777,17.75493,3.2936665,16.012884,25.586707,287,38388,1129,41.2,38388,41.2,38388,41.2
"E07000212",22,1128,34344,38,10.6711982,20.784235,3.1713753,15.477611,30.997996,93,33738.2,1110,38.7,33738.2,38.7,33738.2,38.7
"E07000213",34,2213,32146,41.7,10.86214,19.103888,3.2036342,15.57228,28.239201,99,33040,2204,41.6,33040,41.6,33040,41.6
"E07000214",10,935,41945,43.8,10.2344196,15.766502,3.722238,14.613626,22.539258,120,37607,932,43.2,37607,43.2,37607,43.2
"E07000215",23,353,40378,44.2,10.1610957,13.908279,3.6686092,15.28677,19.471037,110,35366,350,44,35366,44,35366,44
"E07000216",25,364,44350,44.6,7.65487128,21.1822004,0.293697542,11.945674,32.0081662,118,42860.2,362,44.2,42860.2,44.2,42860.2,44.2
"E07000217",13,1591,35379,40.8,10.534005,14.904973,3.7213105,14.83874,21.099469,89,37206,1589,40.1,37206,40.1,37206,40.1
"E07000218",19,228,28676,45.6,9.4959892,13.039983,3.0591863,14.192381,18.20341,89,26202.8,224,45.4,26202.8,45.4,26202.8,45.4
"E07000219",45,1633,25406,41.4,10.245468,16.863327,2.7985533,15.189338,24.371799,187,24776.4,1622,41.5,24776.4,41.5,24776.4,41.5
"E07000220",15,305,31943,41.3,9.8936037,15.232806,2.997353,14.650182,21.75272,80,31733.4,302,41.4,31733.4,41.4,31733.4,41.4
"E07000221",28,130,34261,48.1,9.0636532,7.7470466,3.9108883,13.740426,10.3326976,158,32372.4,128,47.9,32372.4,47.9,32372.4,47.9
"E07000222",29,504,36839,39.8,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,147,33907.4,497,40,33907.4,40,33907.4,40
"E07000224",14,723,27380,49.4,9.1787347,10.9285551,4.8996236,13.250485,15.131811,56,26011.2,714,48.8,26011.2,48.8,26011.2,48.8
"E07000225",22,154,29877,48.9,10.1046454,12.989034,3.7405799,14.728751,18.211167,68,28586.2,152,48.3,28586.2,48.3,28586.2,48.3
"E07000226",21,2500,27167,37.2,10.6062813,16.557339,2.9642712,15.319554,24.110762,111,27730.8,2479,36.6,27730.8,36.6,27730.8,36.6
"E07000228",41,448,36282,43.7,9.4756255,9.7996951,3.4140617,14.007165,13.228718,168,32283.4,443,43.3,32283.4,43.3,32283.4,43.3
"E07000229",9,3383,30228,44.8,10.2770821,13.2288513,3.1817355,14.655489,18.525068,71,27540,3357,44.4,27540,44.4,27540,44.4
"E07000234",37,455,32175,45.5,9.5877722,15.791803,3.0353748,14.209338,22.440778,140,30355.2,449,45.4,30355.2,45.4,30355.2,45.4
"E07000235",14,135,26325,50.5,8.6462382,6.7988316,3.8930086,13.472441,8.9764863,75,25475.6,134,49.8,25475.6,49.8,25475.6,49.8
"E07000236",17,1567,23406,40.1,9.2285461,13.162927,3.2564635,13.394421,18.315006,98,22028.6,1567,39.8,22028.6,39.8,22028.6,39.8
"E07000237",13,3062,26961,38.3,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,100,27553.8,3051,38.1,27553.8,38.1,27553.8,38.1
"E07000238",31,192,28504,48,8.6770238,7.9089203,3.8105957,13.173087,10.544087,126,27020.8,188,47.5,27020.8,47.5,27020.8,47.5
"E07000239",32,517,25626,46.5,9.4023214,13.059329,3.3758563,13.715802,18.218444,113,23799,513,46,23799,46,23799,46
"E07000240",36,914,52906,40.9,10.660403,17.354005,3.6516622,15.493258,25.007577,213,48106,911,40.4,48106,40.4,48106,40.4
"E07000241",39,948,31020,35.4,10.7221944,17.903854,3.6823186,15.878081,25.945596,90,29805.4,929,35.6,29805.4,35.6,29805.4,35.6
"E07000242",34,311,45546,42.6,9.8879477,10.2306645,4.7390157,15.124446,13.890812,135,38531.2,308,42.1,38531.2,42.1,38531.2,42.1
"E07000243",4,3379,29805,38.1,10.734326,18.591881,3.6122319,15.869643,27.306818,93,27626.4,3358,38.1,27626.4,38.1,27626.4,38.1
"E08000001",62,2041,24501,38.8,9.4970104,22.618238,1.3381554,13.969397,34.359459,388,23362.8,2031,38.9,23362.8,38.9,23362.8,38.9
"E08000002",51,1911,27123,40.4,9.2414083,18.704883,3.4039693,13.156281,29.492665,289,26665.2,1901,40.5,26665.2,40.5,26665.2,40.5
"E08000003",106,4735,25239,30,9.6532847,28.617765,0.74548939,14.499879,46.526342,682,23857.6,4664,30.1,23857.6,30.1,23857.6,30.1
"E08000004",75,1655,23601,37.1,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,434,23172.2,1636,37.1,23172.2,37.1,23172.2,37.1
"E08000005",71,1391,24755,38.1,8.9145562,19.893211,1.4934771,13.186888,29.451479,316,24113.6,1375,38.2,24113.6,38.2,24113.6,38.2
"E08000006",137,2617,24908,35,9.5866614,24.59471,1.13617435,14.266425,38.333762,410,24212.4,2571,35.1,24212.4,35.1,24212.4,35.1
"E08000007",100,2315,30372,42.5,9.5657031,23.957571,1.18486088,14.055134,36.838261,475,28246.2,2302,42.6,28246.2,42.6,28246.2,42.6
"E08000008",75,2183,23571,40.2,9.3104403,21.497458,1.2919904,13.477492,32.516094,279,22479.2,2167,40.5,22479.2,40.5,22479.2,40.5
"E08000009",46,2229,36338,40.6,8.3061348,15.9379,1.8040441,12.348092,22.744773,375,33052.2,2214,40.5,33052.2,40.5,33052.2,40.5
"E08000010",52,1733,25597,42.2,8.4494072,17.031253,1.8439193,12.420801,24.729791,359,24280.8,1724,42,24280.8,42,24280.8,42
"E08000011",24,1729,25101,39.6,8.9852059,18.176605,1.9399015,13.618129,26.374337,296,23780.8,1716,40.2,23780.8,40.2,23780.8,40.2
"E08000012",213,4424,25557,34.7,8.6602219,23.244769,1.5150306,12.837555,35.826435,897,24875,4363,34.9,24875,34.9,24875,34.9
"E08000013",35,1320,25877,43,8.9779252,19.437595,1.7095407,13.07929,28.980031,376,24381.6,1312,42.9,24381.6,42.9,24381.6,42.9
"E08000014",89,1777,25897,46.4,8.2370875,13.0655891,2.3364092,12.637636,18.193959,477,24600.2,1755,45.9,24600.2,45.9,24600.2,45.9
"E08000015",116,2058,26766,44.3,7.542381,11.0441756,2.6059577,11.817689,15.052657,551,26440.2,2005,44,26440.2,44,26440.2,44
"E08000016",55,745,25394,42.5,8.4585658,16.920314,1.70269852,12.589036,24.890707,336,23872.4,737,42.4,23872.4,42.4,23872.4,42.4
"E08000017",35,547,24590,41.3,9.4300426,19.454632,1.8918504,14.401686,28.936415,231,23357.2,543,41.3,23357.2,41.3,23357.2,41.3
"E08000018",55,924,24152,42.1,9.5106935,23.773429,1.2453332,14.040769,37.429849,350,23240.4,917,42.2,23240.4,42.2,23240.4,42.2
"E08000019",115,1583,25706,35.4,8.8728069,22.23027,1.3158125,13.043908,34.169547,1306,24071.8,1564,35.7,24071.8,35.7,24071.8,35.7
"E08000021",66,2646,28350,32.4,7.72750854,21.9876402,1.3767015,11.6691987,33.1724586,570,26268.6,2603,32.8,26268.6,32.8,26268.6,32.8
"E08000022",27,2502,27296,43.4,7.5214416,15.629445,1.901577836,11.8279016,22.1908128,299,25197,2485,43.2,25197,43.2,25197,43.2
"E08000023",31,2334,25656,43.5,7.61796332,17.678519,1.824733786,11.5972192,25.7544706,218,24717.6,2321,43.5,24717.6,43.5,24717.6,43.5
"E08000024",114,2018,23743,42.2,7.63110846,17.5725842,1.988183868,11.6533856,25.4057448,631,23233,2017,42.2,23233,42.2,23233,42.2
"E08000025",501,4262,26332,32.6,11.741391,30.600169,1.12312,17.405468,51.074462,1866,24941.2,4209,32.7,24941.2,32.7,24941.2,32.7
"E08000026",106,3718,27628,32.1,11.065929,23.607412,2.0759364,16.039636,36.588115,402,25544.2,3600,32.7,25544.2,32.7,25544.2,32.7
"E08000027",120,3273,25792,42.1,10.847312,21.674546,2.2796814,15.6997,32.778235,441,24766.8,3252,42.2,24766.8,42.2,24766.8,42.2
"E08000028",139,3826,23451,36.5,11.966264,27.22039,1.5492214,17.45255,43.768543,566,22550.6,3778,36.4,22550.6,36.4,22550.6,36.4
"E08000029",82,1205,33596,43.3,10.088001,20.786076,2.4259686,14.624664,31.183037,348,31585.6,1195,43.4,31585.6,43.4,31585.6,43.4
"E08000030",136,2725,22988,38.2,11.50158,23.627712,1.974055,16.837314,36.455679,564,22007.4,2691,38.6,22007.4,38.6,22007.4,38.6
"E08000031",142,3773,23714,37.7,10.7603444,23.012566,2.0510155,15.580035,35.536401,451,23561,3724,37.8,23561,37.8,23561,37.8
"E08000032",103,1466,25263,36.2,9.8035762,22.956835,1.3914689,14.273631,35.237531,413,24019,1456,35.8,24019,35.8,24019,35.8
"E08000033",36,577,25656,42.2,7.0488651,9.6963522,2.1705286,10.1384644,13.123227,142,24800.2,575,42,24800.2,42,24800.2,42
"E08000034",85,1074,25982,39.4,8.743591,18.24934,1.5824209,12.684634,26.964693,321,24890,1066,39.2,24890,39.2,24890,39.2
"E08000035",133,1430,27571,35.4,10.1648628,26.57757,1.19202665,15.088912,42.338391,632,26555.8,1416,35.6,26555.8,35.6,26555.8,35.6
"E08000036",94,1019,24190,41.8,8.7385212,18.561603,1.7627821,13.101237,27.310981,307,23294.6,1003,42.1,23294.6,42.1,23294.6,42.1
"E08000037",62,1423,24462,41.3,7.80897094,21.961577,1.4022209,11.7702864,33.157732,427,24149.2,1419,41.4,24149.2,41.4,24149.2,41.4
"E09000002",95,5871,27104,32.3,12.134998,21.678691,3.1858216,17.643172,32.749748,319,25575.8,5751,32.1,25575.8,32.1,25575.8,32.1
"E09000003",227,4520,37872,37,10.664088,18.285064,3.5259158,15.512661,26.717298,954,35462.4,4444,36.5,35462.4,36.5,35462.4,36.5
"E09000004",98,4082,34243,38.8,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,421,32963,4043,38.8,32963,38.8,32963,38.8
"E09000005",255,7652,30990,35.3,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,1020,30566.6,7555,34.7,30566.6,34.7,30566.6,34.7
"E09000006",129,2205,42970,40.6,11.110861,19.326467,3.2625772,16.099772,28.478916,755,41846.2,2184,40.5,41846.2,40.5,41846.2,40.5
"E09000007",81,12035,59681,33.9,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,432,49317,11586,33.8,49317,33.8,49317,33.8
"E09000008",222,4455,34732,37.4,11.794322,22.422593,2.7451784,17.279614,34.067118,987,31751,4427,36.8,31751,36.8,31751,36.8
"E09000009",177,6157,38361,36.7,12.376948,29.540091,1.7895724,18.256389,48.592072,744,34341,6177,35.9,34341,35.9,34341,35.9
"E09000010",181,4130,31556,36.1,11.301083,19.721368,3.3756734,16.475529,29.228234,552,30505,4094,35.6,30505,35.6,30505,35.6
"E09000011",112,6046,41664,34.7,12.41994,28.521953,1.90245743,18.476589,46.075363,467,38331.6,5917,34.3,38331.6,34.3,38331.6,34.3
"E09000012",122,14681,34129,33,13.140414,32.933899,1.37220514,19.900953,55.322724,489,33744.8,14364,32.4,33744.8,32.4,33744.8,32.4
"E09000013",87,11308,52965,34.8,12.889769,32.098306,1.52859605,19.282038,53.793856,388,48961.8,11168,34.3,48961.8,34.3,48961.8,34.3
"E09000014",153,9143,35201,35.4,12.462926,27.278375,2.2622579,18.503461,43.29585,425,33264.4,9095,34.6,33264.4,34.6,33264.4,34.6
"E09000015",197,4957,35683,38,11.282248,21.529002,2.9839331,16.319785,32.673344,654,33158.4,4924,37.4,33158.4,37.4,33158.4,37.4
"E09000016",122,2295,32382,39.2,12.902364,34.529892,1.10084968,19.371801,59.7363,445,32577.2,2258,39.7,32577.2,39.7,32577.2,39.7
"E09000017",143,2635,30167,35.9,11.251489,22.755731,2.8178679,16.388235,34.655861,510,31070,2595,35.5,31070,35.5,31070,35.5
"E09000018",106,4837,32699,36,11.808638,25.316942,2.3873911,17.191737,39.871155,484,32624.6,4795,35.3,32624.6,35.3,32624.6,35.3
"E09000019",77,16097,53343,32.1,13.430027,37.355227,0.80875992,20.342073,66.43306,330,48398,15679,32.1,48398,32.1,48398,32.1
"E09000021",37,4709,41573,37.2,11.257067,21.858956,2.7993733,16.262486,33.187248,297,40027.2,4658,36.6,40027.2,36.6,40027.2,36.6
"E09000022",141,12156,42092,33.1,13.704021,45.006248,0.18187262,20.586006,85.774638,887,36547.4,12034,32.7,36547.4,32.7,36547.4,32.7
"E09000023",152,8636,35379,35,12.426378,26.584139,2.2952405,18.382954,41.767914,684,33303.8,8511,34.5,33303.8,34.5,33303.8,34.5
"E09000024",102,5480,45195,37.1,12.187732,23.488911,2.5754644,17.732212,36.076129,489,43352.8,5475,36.3,43352.8,36.3,43352.8,36.3
"E09000025",168,9723,28129,31.9,13.234772,29.805793,1.8857272,19.738968,48.366301,744,26142,9494,31.2,26142,31.2,26142,31.2
"E09000026",157,5386,34970,35.5,12.691722,28.495943,2.1606312,19.049323,45.530004,499,34837.2,5330,34.9,34837.2,34.9,34837.2,34.9
"E09000027",64,3430,58327,40.7,11.156723,21.559959,2.8946109,16.112473,32.664473,280,54154.8,3407,40,54154.8,40,54154.8,40
"E09000028",136,10992,37769,33.4,13.644788,44.034353,0.24453929,20.557892,83.187956,950,36855,10815,32.9,36855,32.9,36855,32.9
"E09000029",74,4665,33941,39.2,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,432,31303.8,4614,38.9,31303.8,38.9,31303.8,38.9
"E09000030",105,16057,45798,31.3,10.3573169,12.727674,4.1232212,14.98763,17.778522,477,41973,15427,30.7,41973,30.7,41973,30.7
"E09000031",116,7130,32167,34.9,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,526,29851.8,7051,34.3,29851.8,34.3,29851.8,34.3
"E09000032",112,9528,57605,33.9,12.295616,27.220236,2.1649345,18.246782,43.183613,742,52749.4,9424,33.4,52749.4,33.4,52749.4,33.4
"E09000033",102,11883,77504,36.1,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,490,67889.2,11418,35.8,67889.2,35.8,67889.2,35.8
